,sentiment_analysis,developer,release_date
1951,1,Valve,2009
1952,1,Valve,2009
1953,2,Valve,2009
1954,2,Valve,2009
1955,2,Valve,2009
1956,2,Valve,2009
1957,2,Valve,2009
1958,2,Valve,2009
1959,1,Valve,2009
1960,1,Valve,2009
1961,1,Valve,2009
1962,1,Valve,2009
1963,1,Valve,2009
1964,2,Valve,2009
1965,1,Valve,2009
1966,0,Valve,2009
1967,1,Valve,2009
4234,2,Valve,2010
4235,1,Valve,2010
4236,2,Valve,2010
4237,1,Valve,2010
4238,2,Valve,2010
4897,0,Valve,2010
4898,1,Valve,2010
4899,2,Valve,2010
4900,2,Valve,2010
4901,1,Valve,2010
4902,1,Valve,2010
4903,2,Valve,2010
4904,0,Valve,2010
1761,2,Valve,2011
1762,2,Valve,2011
1763,1,Valve,2011
1764,1,Valve,2011
1765,2,Valve,2011
1766,2,Valve,2011
1767,1,Valve,2011
1768,1,Valve,2011
1769,2,Valve,2011
1770,0,Valve,2011
1771,1,Valve,2011
1772,1,Valve,2011
1773,1,Valve,2011
1774,1,Valve,2011
1775,1,Valve,2011
1776,1,Valve,2011
1777,2,Valve,2011
1778,1,Valve,2011
1779,0,Valve,2011
1780,2,Valve,2011
1781,2,Valve,2011
1782,2,Valve,2011
1783,2,Valve,2011
1784,2,Valve,2011
1785,1,Valve,2011
1786,1,Valve,2011
1787,2,Valve,2011
1788,0,Valve,2011
1789,2,Valve,2011
1790,2,Valve,2011
1791,2,Valve,2011
1792,1,Valve,2011
1793,1,Valve,2011
1794,1,Valve,2011
1795,2,Valve,2011
1796,2,Valve,2011
1797,1,Valve,2011
1798,2,Valve,2011
1799,2,Valve,2011
1800,1,Valve,2011
622,1,Valve,2012
623,1,Valve,2012
624,2,Valve,2012
625,2,Valve,2012
626,1,Valve,2012
627,2,Valve,2012
628,2,Valve,2012
629,1,Valve,2012
630,2,Valve,2012
631,2,Valve,2012
632,2,Valve,2012
633,0,Valve,2012
634,0,Valve,2012
635,1,Valve,2012
636,1,Valve,2012
637,1,Valve,2012
638,2,Valve,2012
639,1,Valve,2012
640,2,Valve,2012
641,2,Valve,2012
642,1,Valve,2012
643,1,Valve,2012
644,1,Valve,2012
645,1,Valve,2012
646,1,Valve,2012
647,1,Valve,2012
648,1,Valve,2012
649,1,Valve,2012
650,1,Valve,2012
651,2,Valve,2012
652,2,Valve,2012
653,0,Valve,2012
654,1,Valve,2012
655,1,Valve,2012
656,2,Valve,2012
657,2,Valve,2012
658,2,Valve,2012
659,0,Valve,2012
660,0,Valve,2012
661,2,Valve,2012
662,0,Valve,2012
663,1,Valve,2012
664,0,Valve,2012
665,0,Valve,2012
666,2,Valve,2012
667,1,Valve,2012
668,1,Valve,2012
669,1,Valve,2012
670,1,Valve,2012
671,1,Valve,2012
672,1,Valve,2012
673,1,Valve,2012
674,2,Valve,2012
675,0,Valve,2012
676,2,Valve,2012
677,0,Valve,2012
678,2,Valve,2012
679,1,Valve,2012
680,2,Valve,2012
681,1,Valve,2012
682,0,Valve,2012
683,2,Valve,2012
684,2,Valve,2012
685,0,Valve,2012
686,2,Valve,2012
687,1,Valve,2012
688,1,Valve,2012
689,1,Valve,2012
690,1,Valve,2012
691,2,Valve,2012
692,0,Valve,2012
693,1,Valve,2012
694,1,Valve,2012
695,2,Valve,2012
696,1,Valve,2012
697,1,Valve,2012
698,1,Valve,2012
699,1,Valve,2012
700,2,Valve,2012
701,2,Valve,2012
702,0,Valve,2012
703,1,Valve,2012
704,1,Valve,2012
705,1,Valve,2012
706,2,Valve,2012
707,1,Valve,2012
708,2,Valve,2012
709,1,Valve,2012
710,1,Valve,2012
711,0,Valve,2012
712,1,Valve,2012
713,2,Valve,2012
714,1,Valve,2012
715,2,Valve,2012
716,0,Valve,2012
717,1,Valve,2012
718,2,Valve,2012
719,1,Valve,2012
720,0,Valve,2012
721,2,Valve,2012
722,1,Valve,2012
723,0,Valve,2012
724,1,Valve,2012
725,2,Valve,2012
726,0,Valve,2012
727,0,Valve,2012
728,1,Valve,2012
729,1,Valve,2012
730,0,Valve,2012
731,1,Valve,2012
732,1,Valve,2012
733,1,Valve,2012
734,2,Valve,2012
735,2,Valve,2012
736,1,Valve,2012
737,2,Valve,2012
738,1,Valve,2012
739,2,Valve,2012
740,2,Valve,2012
741,1,Valve,2012
742,2,Valve,2012
743,2,Valve,2012
744,1,Valve,2012
745,2,Valve,2012
746,2,Valve,2012
747,0,Valve,2012
748,1,Valve,2012
749,2,Valve,2012
750,1,Valve,2012
751,1,Valve,2012
752,1,Valve,2012
753,1,Valve,2012
754,1,Valve,2012
755,1,Valve,2012
756,1,Valve,2012
757,0,Valve,2012
758,2,Valve,2012
759,1,Valve,2012
760,1,Valve,2012
761,2,Valve,2012
762,0,Valve,2012
763,1,Valve,2012
764,1,Valve,2012
765,2,Valve,2012
766,1,Valve,2012
767,1,Valve,2012
768,2,Valve,2012
769,0,Valve,2012
770,1,Valve,2012
771,1,Valve,2012
772,1,Valve,2012
773,0,Valve,2012
774,1,Valve,2012
775,1,Valve,2012
776,2,Valve,2012
777,2,Valve,2012
778,1,Valve,2012
779,1,Valve,2012
780,1,Valve,2012
781,1,Valve,2012
782,2,Valve,2012
783,2,Valve,2012
784,1,Valve,2012
785,1,Valve,2012
786,1,Valve,2012
787,1,Valve,2012
788,2,Valve,2012
789,1,Valve,2012
790,1,Valve,2012
791,1,Valve,2012
792,1,Valve,2012
793,1,Valve,2012
794,1,Valve,2012
795,2,Valve,2012
796,1,Valve,2012
797,2,Valve,2012
798,1,Valve,2012
799,1,Valve,2012
800,2,Valve,2012
801,1,Valve,2012
802,1,Valve,2012
803,2,Valve,2012
804,1,Valve,2012
805,0,Valve,2012
806,1,Valve,2012
807,1,Valve,2012
808,1,Valve,2012
809,1,Valve,2012
810,2,Valve,2012
811,1,Valve,2012
812,1,Valve,2012
813,2,Valve,2012
814,2,Valve,2012
815,2,Valve,2012
816,2,Valve,2012
817,1,Valve,2012
818,2,Valve,2012
819,2,Valve,2012
820,1,Valve,2012
821,2,Valve,2012
822,2,Valve,2012
823,1,Valve,2012
824,2,Valve,2012
825,1,Valve,2012
826,1,Valve,2012
827,0,Valve,2012
828,2,Valve,2012
829,1,Valve,2012
830,2,Valve,2012
831,1,Valve,2012
832,2,Valve,2012
833,2,Valve,2012
834,1,Valve,2012
835,2,Valve,2012
836,2,Valve,2012
837,1,Valve,2012
838,2,Valve,2012
839,1,Valve,2012
840,1,Valve,2012
841,2,Valve,2012
842,1,Valve,2012
843,2,Valve,2012
844,1,Valve,2012
845,1,Valve,2012
846,2,Valve,2012
847,1,Valve,2012
848,1,Valve,2012
849,2,Valve,2012
850,1,Valve,2012
851,1,Valve,2012
852,1,Valve,2012
853,2,Valve,2012
854,2,Valve,2012
855,1,Valve,2012
856,2,Valve,2012
857,1,Valve,2012
858,0,Valve,2012
859,0,Valve,2012
860,0,Valve,2012
861,0,Valve,2012
862,1,Valve,2012
863,2,Valve,2012
864,0,Valve,2012
865,2,Valve,2012
866,0,Valve,2012
867,2,Valve,2012
868,0,Valve,2012
869,1,Valve,2012
870,1,Valve,2012
871,2,Valve,2012
872,2,Valve,2012
873,1,Valve,2012
874,2,Valve,2012
875,1,Valve,2012
876,1,Valve,2012
877,1,Valve,2012
878,2,Valve,2012
879,2,Valve,2012
880,2,Valve,2012
881,1,Valve,2012
882,2,Valve,2012
883,0,Valve,2012
884,2,Valve,2012
885,2,Valve,2012
886,1,Valve,2012
887,2,Valve,2012
888,1,Valve,2012
889,0,Valve,2012
890,1,Valve,2012
891,1,Valve,2012
892,2,Valve,2012
893,1,Valve,2012
894,1,Valve,2012
895,2,Valve,2012
896,1,Valve,2012
897,2,Valve,2012
898,1,Valve,2012
899,2,Valve,2012
900,1,Valve,2012
901,2,Valve,2012
902,2,Valve,2012
903,1,Valve,2012
904,0,Valve,2012
905,2,Valve,2012
906,1,Valve,2012
907,0,Valve,2012
908,1,Valve,2012
909,2,Valve,2012
910,1,Valve,2012
911,2,Valve,2012
912,0,Valve,2012
913,2,Valve,2012
914,1,Valve,2012
915,2,Valve,2012
916,1,Valve,2012
917,1,Valve,2012
918,0,Valve,2012
919,2,Valve,2012
920,1,Valve,2012
921,2,Valve,2012
922,2,Valve,2012
923,0,Valve,2012
924,0,Valve,2012
925,0,Valve,2012
926,1,Valve,2012
927,1,Valve,2012
928,2,Valve,2012
929,1,Valve,2012
930,1,Valve,2012
931,1,Valve,2012
932,1,Valve,2012
933,1,Valve,2012
934,0,Valve,2012
935,2,Valve,2012
936,1,Valve,2012
937,1,Valve,2012
938,1,Valve,2012
939,1,Valve,2012
940,2,Valve,2012
941,1,Valve,2012
942,1,Valve,2012
943,0,Valve,2012
944,1,Valve,2012
945,1,Valve,2012
946,1,Valve,2012
947,1,Valve,2012
948,2,Valve,2012
949,2,Valve,2012
950,1,Valve,2012
951,2,Valve,2012
952,1,Valve,2012
953,2,Valve,2012
954,2,Valve,2012
955,0,Valve,2012
956,2,Valve,2012
957,0,Valve,2012
958,2,Valve,2012
959,2,Valve,2012
960,1,Valve,2012
961,1,Valve,2012
962,2,Valve,2012
963,0,Valve,2012
964,2,Valve,2012
965,2,Valve,2012
966,1,Valve,2012
967,2,Valve,2012
968,0,Valve,2012
969,2,Valve,2012
970,1,Valve,2012
971,1,Valve,2012
972,1,Valve,2012
973,1,Valve,2012
974,1,Valve,2012
975,1,Valve,2012
976,2,Valve,2012
977,2,Valve,2012
978,2,Valve,2012
979,1,Valve,2012
980,2,Valve,2012
981,1,Valve,2012
982,2,Valve,2012
983,1,Valve,2012
984,0,Valve,2012
985,2,Valve,2012
986,2,Valve,2012
987,1,Valve,2012
988,0,Valve,2012
989,1,Valve,2012
990,0,Valve,2012
991,2,Valve,2012
992,2,Valve,2012
993,1,Valve,2012
994,1,Valve,2012
995,2,Valve,2012
996,2,Valve,2012
997,1,Valve,2012
998,1,Valve,2012
999,2,Valve,2012
1000,2,Valve,2012
1001,1,Valve,2012
1002,0,Valve,2012
1003,2,Valve,2012
1004,1,Valve,2012
1005,1,Valve,2012
2737,1,Valve,2012
2738,2,Valve,2012
2739,2,Valve,2012
2740,2,Valve,2012
2741,2,Valve,2012
2742,2,Valve,2012
2743,1,Valve,2012
2744,2,Valve,2012
2745,2,Valve,2012
5206,2,Vanguard Games,2010
4854,1,"Vanguard Games,343 Industries",2014
4855,0,"Vanguard Games,343 Industries",2014
4755,1,Vertigo Gaming Inc.,2013
5138,2,Vicious Cycle Software,2015
4568,2,Vigil Games,2010
4569,1,Vigil Games,2010
4570,2,Vigil Games,2010
4542,2,Vine,2014
3243,1,"Virtual Basement LLC,Code Headquarters LLC",2015
3244,0,"Virtual Basement LLC,Code Headquarters LLC",2015
4271,0,Visual Concepts,2015
4272,1,Visual Concepts,2015
4684,1,"Visual Concepts,Yuke's",2016
4006,2,Vitali Kirpu,2015
4007,2,Vitali Kirpu,2015
3539,2,Vlambeer,2010
3540,2,Vlambeer,2010
3541,0,Vlambeer,2010
3542,2,Vlambeer,2010
5217,2,Vlambeer,2014
4107,2,Vlambeer,2015
4108,2,Vlambeer,2015
4109,0,Vlambeer,2015
4110,2,Vlambeer,2015
4111,2,Vlambeer,2015
2746,2,Volition,2009
2747,0,Volition,2009
2748,2,Volition,2009
2749,1,Volition,2009
2750,1,Volition,2009
2590,2,Volition,2011
2591,0,Volition,2011
2592,2,Volition,2011
2593,1,Volition,2011
2594,1,Volition,2011
2595,1,Volition,2011
2596,1,Volition,2011
2597,1,Volition,2011
2598,1,Volition,2011
2599,2,Volition,2011
2600,1,Volition,2011
2601,2,Volition,2011
2602,1,Volition,2011
3286,2,Volition,2011
4128,2,"Volition,Reactor Zero,THQ Nordic",2009
4665,2,VolumeUp Studios,2016
4835,2,Vortal Storm,2014
4836,1,Vortal Storm,2014
4837,2,Vortal Storm,2014
4435,0,Vostok Games,2015
5118,0,WARTEAM,2015
5119,2,WARTEAM,2015
4603,2,"WB Games Montreal,Splash Damage",2013
4604,2,"WB Games Montreal,Splash Damage",2013
4605,2,"WB Games Montreal,Splash Damage",2013
4606,2,"WB Games Montreal,Splash Damage",2013
4607,1,"WB Games Montreal,Splash Damage",2013
4608,2,"WB Games Montreal,Splash Damage",2013
4609,1,"WB Games Montreal,Splash Damage",2013
4518,1,WTFOMGames,2016
4808,2,Walter Machado,2015
3148,2,WayForward,2013
3149,2,WayForward,2013
4889,2,"WayForward,Abstraction Games",2014
4724,1,WeMade,2016
4728,0,Wild Games Studio,2013
2294,2,Wild Shadow Studios,2012
2295,1,Wild Shadow Studios,2012
2296,0,Wild Shadow Studios,2012
2297,1,Wild Shadow Studios,2012
2298,2,Wild Shadow Studios,2012
2299,2,Wild Shadow Studios,2012
2300,2,Wild Shadow Studios,2012
2301,1,Wild Shadow Studios,2012
2302,2,Wild Shadow Studios,2012
2303,1,Wild Shadow Studios,2012
2304,2,Wild Shadow Studios,2012
2305,2,Wild Shadow Studios,2012
2306,2,Wild Shadow Studios,2012
2307,0,Wild Shadow Studios,2012
2308,2,Wild Shadow Studios,2012
2309,2,Wild Shadow Studios,2012
2310,0,Wild Shadow Studios,2012
2311,1,Wild Shadow Studios,2012
2312,0,Wild Shadow Studios,2012
2313,1,Wild Shadow Studios,2012
2314,2,Wild Shadow Studios,2012
4822,2,Wolfire Games,2013
4823,1,Wolfire Games,2013
4824,2,Wolfire Games,2013
4770,1,Wolfire Games,2017
4771,2,Wolfire Games,2017
4772,0,Wolfire Games,2017
3054,1,Wube Software LTD.,2016
3745,2,Wube Software LTD.,2016
3746,1,Wube Software LTD.,2016
3747,0,Wube Software LTD.,2016
3748,2,Wube Software LTD.,2016
3749,2,Wube Software LTD.,2016
4484,2,XLGAMES,2015
5109,2,"Xavi Canal, Ben Palgi",2012
5110,1,"Xavi Canal, Ben Palgi",2012
4990,2,Xtal Sword,2013
4001,2,Yacht Club Games,2014
4002,1,Yacht Club Games,2014
4003,2,Yacht Club Games,2014
3522,0,Yager Development,2012
3523,0,Yager Development,2012
3524,1,Yager Development,2012
3525,2,Yager Development,2012
3526,2,Yager Development,2012
3527,0,Yager Development,2012
3528,0,Yager Development,2012
3529,2,Yager Development,2012
0,1,Young Horses,2014
1,2,Young Horses,2014
2,0,Young Horses,2014
3,2,Young Horses,2014
5113,2,Zachtronics,2011
4078,1,ZackBellGames,2015
5297,2,Zaratustra Productions,2010
5168,2,Zeiva Inc,2014
3919,2,Zenimax Online Studios,2014
3920,0,Zenimax Online Studios,2014
3912,2,Zero Point Software,2013
3913,2,Zero Point Software,2013
2889,1,Zeroscale,2011
4860,1,Zombie Panic Team,2007
4861,1,Zombie Panic Team,2007
4862,1,Zombie Panic Team,2007
5155,1,Zombie Studios,2013
5071,1,b-alive gmbh,2013
3695,0,candyrocketstudio,2014
4825,2,d3t,2014
4641,2,erobotan,2016
4834,2,id Software,1994
5013,2,id Software,1994
5181,2,id Software,1995
3945,2,id Software,2010
3946,1,id Software,2010
3947,2,id Software,2010
3948,2,id Software,2010
3949,2,id Software,2010
4858,2,id Software,2011
4859,1,id Software,2011
3202,0,id Software,2016
3203,2,id Software,2016
3204,2,id Software,2016
3205,0,id Software,2016
3206,1,id Software,2016
3207,2,id Software,2016
3208,2,id Software,2016
5231,2,increpare games,2011
2141,1,kChamp Games,2015
4802,0,kunst-stoff GmbH,2014
4633,1,marbenx,2015
4634,2,marbenx,2015
4635,2,marbenx,2015
4636,1,marbenx,2015
4637,1,marbenx,2015
5006,1,minori,2015
3926,0,oddonegames,2017
4370,1,quad games,2015
5146,0,roseVeRte,2011
3915,2,sparsevector,2013
3739,1,stage-nana,2007
3740,2,stage-nana,2007
4459,2,the whale husband,2015
4460,1,the whale husband,2015
4461,2,the whale husband,2015
1804,1,tobyfox,2015
1805,0,tobyfox,2015
1806,2,tobyfox,2015
1807,2,tobyfox,2015
1808,0,tobyfox,2015
1809,0,tobyfox,2015
1810,2,tobyfox,2015
1811,2,tobyfox,2015
1812,1,tobyfox,2015
1813,2,tobyfox,2015
1814,2,tobyfox,2015
1815,1,tobyfox,2015
1816,1,tobyfox,2015
1817,2,tobyfox,2015
1818,2,tobyfox,2015
5065,2,vidiludi games and entertainment,2015
4887,1,"インレ,Inre",2016
5299,1,"高考恋爱委员会,橘子班",2015
